629.02	1.34925	0.019984	1.19343	0.145582			630.605	630.937	1.34075			631.171	636.527	0.035778
630.391	0.196491	0.016737	0.076557	0.114717			630.787	632.279	1.04715			631.171	636.626	0.026253
630.605	0.164339	0.016543	0.061444	0.100233			630.985	633.328	1.02546			631.171	636.725	0.025571
630.787	0.179393	0.017276	0.07217	0.104617			631.171	634.354	1.60604			631.171	636.826	0.026392
630.985	0.169356	0.015635	0.068929	0.09784			631.355	635.961	1.05088			631.171	636.927	0.025915
631.171	0.167201	0.015832	0.060609	0.103921			631.554	637.013	0.885764			631.355	637.029	0.025748
631.355	0.178354	0.019097	0.058563	0.116963			631.751	637.9	0.912815			631.355	637.13	0.02594
631.554	0.179183	0.017306	0.061838	0.114705			631.935	638.814	0.793641			631.355	637.231	0.024963
631.751	0.164833	0.017694	0.069279	0.09239			632.109	639.609	0.623081			631.355	637.332	0.026279
631.935	0.157792	0.015386	0.063371	0.090803			632.27	640.233	0.82802			631.355	637.433	0.026897
632.109	0.145504	0.014443	0.057427	0.085471			632.542	641.062	1.10101			631.355	637.534	0.023535
632.27	0.254572	0.016084	0.061857	0.190035			632.819	642.164	1.17709			631.355	637.635	0.023128
632.542	0.260041	0.015565	0.065053	0.192115			633.105	643.342	1.42626			631.355	637.736	0.025012
632.819	0.269281	0.014863	0.066804	0.199735			633.391	644.769	0.512284			631.355	637.838	0.023931
633.105	0.267809	0.017108	0.067237	0.197613			634.566	645.283	0.866966			631.554	637.938	0.022965
633.391	1.15859	0.015339	0.066068	1.08987			634.826	646.15	1.08683			631.554	638.04	0.024348
634.566	0.243826	0.015536	0.06604	0.175137			635.078	647.238	1.13098			631.554	638.141	0.021671
634.826	0.235752	0.014933	0.062806	0.1702			635.33	648.371	1.2418			631.554	638.242	0.026045
635.078	0.235931	0.0147	0.063074	0.170299			635.594	649.614	0.895463			631.554	638.343	0.022226
635.33	0.247949	0.015232	0.063814	0.18149			635.848	650.51	1.33256			631.554	638.445	0.024403
635.594	0.237859	0.014882	0.063643	0.17167			636.106	651.844	0.939437			631.554	638.545	0.023267
635.848	0.242454	0.014665	0.064011	0.175876			642.597	652.785	0.796321			631.554	638.646	0.024767
636.106	6.47325	0.016168	0.063604	6.40696			648.614	657.498	0.796508			631.554	638.748	0.025132
642.597	6.00033	0.016113	0.066046	5.93156			657.498	666.013	0.819812			631.751	638.849	0.025075
648.614	8.86796	0.014197	0.068566	8.79663			666.014	673.797	1.46748			631.751	638.95	0.022451
657.498	8.49907	0.014813	0.068841	8.42758			673.797	675.267	1.03779			631.751	639.051	0.024881
666.014	7.76735	0.014973	0.121082	7.64365			674.738	676.306	0.802936			631.751	639.152	0.025814
673.797	0.925236	0.014193	0.124202	0.798472			674.993	677.11	0.764976			631.751	639.253	0.025219
674.738	0.239815	0.014932	0.066842	0.170256			675.238	677.876	0.648461			631.751	639.355	0.024879
674.993	0.229554	0.014571	0.064737	0.162271			675.482	678.525	1.26943			631.751	639.456	0.025309
675.238	0.228207	0.01472	0.063697	0.161988			675.728	679.796	0.889332			631.751	639.557	0.023965
675.482	0.230318	0.01452	0.06555	0.162239			676.505	680.686	0.847051			631.935	639.658	0.023334
675.728	0.761394	0.014691	0.055837	0.7028			676.76	681.534	0.622847			631.935	639.759	0.022977
676.505	0.238591	0.014839	0.054612	0.181451			677.492	682.158	0.807912			631.935	639.861	0.025765
676.76	0.716602	0.014586	0.059241	0.65478			677.733	682.967	0.6294			631.935	639.962	0.024731
677.492	0.225685	0.014642	0.061551	0.161578			677.975	683.597	1.11172			631.935	640.063	0.024419
677.733	0.226055	0.014515	0.058044	0.165433			678.235	684.71	0.851225			631.935	640.164	0.026998
677.975	0.244054	0.014826	0.055946	0.185558			678.922	685.562	0.898821			632.109	640.265	0.023283
678.235	0.671127	0.014669	0.058059	0.610497			679.58	686.462	0.759388			632.109	640.367	0.024855
678.922	0.641294	0.016014	0.0656	0.573137			680.255	687.223	0.626934			632.109	640.468	0.024208
679.58	0.659515	0.01454	0.058699	0.598259			680.51	687.851	0.634569			632.109	640.569	0.023684
680.255	0.239019	0.014368	0.060122	0.176322			685.089	688.486	0.667579			632.109	640.67	0.024454
680.51	4.5629	0.014686	0.053693	4.5067			685.79	689.155	1.42501			632.109	640.772	0.024517
685.089	0.686306	0.014637	0.053867	0.629849			685.971	690.581	0.887208			632.109	640.873	0.024517
685.79	0.164693	0.014674	0.056241	0.105894			686.14	692.081	0.783732			632.109	640.974	0.026192
685.971	0.15264	0.015467	0.058102	0.091827			692.081	692.866	1.17225			632.27	641.075	0.02546
686.14	5.9246	0.014768	0.057246	5.86472			692.237	694.039	0.868126			632.27	641.177	0.024581
692.081	0.139967	0.01478	0.060867	0.076277			692.39	698.523	1.10758			632.27	641.277	0.024884
692.237	0.136919	0.015358	0.057636	0.076356			698.522	699.632	1.11355			632.27	641.379	0.027131
692.39	6.1166	0.014807	0.057413	6.05664			698.673	700.746	1.04987			632.27	641.48	0.025729
698.522	0.134138	0.015122	0.05865	0.072762			698.826	701.797	1.16571			632.27	641.581	0.024185
698.673	0.137396	0.015281	0.055857	0.078911			698.976	702.964	0.676659			632.27	641.683	0.024345
698.826	0.134061	0.014416	0.055621	0.075889			699.125	703.642	1.09471			632.27	641.784	0.022506
698.976	0.132836	0.014928	0.054779	0.075491			699.897	704.737	0.940374			632.27	641.885	0.022811
699.125	0.756872	0.01454	0.055676	0.6985			700.049	705.679	0.90288			632.27	641.986	0.026178
699.897	0.13528	0.014967	0.058291	0.074459			700.199	706.583	0.882333			632.27	642.088	0.02341
700.049	0.134762	0.014412	0.056359	0.075802			700.345	707.466	1.1125			632.542	642.189	0.025075
700.199	0.130085	0.014655	0.053668	0.073854			700.502	708.58	0.985512			632.542	642.29	0.024603
700.345	0.141955	0.014617	0.055728	0.083647			700.648	709.567	0.544278			632.542	642.391	0.024434
700.502	0.130136	0.01484	0.054921	0.072666			701.382	710.112	0.727155			632.542	642.492	0.023916
700.648	0.715806	0.016639	0.055503	0.65744			701.533	710.84	0.786507			632.542	642.593	0.024198
701.382	0.135342	0.014242	0.056008	0.076757			707.861	711.628	0.59918			632.542	642.695	0.023884
701.533	6.31242	0.014429	0.055929	6.2539			708.409	712.228	1.24869			632.542	642.796	0.023543
707.861	0.53209	0.014671	0.05948	0.46999			709.076	716.027	1.1692			632.542	642.897	0.02597
708.409	0.65231	0.014388	0.056171	0.593596			716.026	717.197	1.07326			632.542	642.998	0.024855
709.076	6.93475	0.014288	0.057997	6.87418			716.791	718.271	0.738743			632.542	643.1	0.026767
716.026	0.748817	0.014282	0.062972	0.683317			717.024	719.011	0.504234			632.542	643.201	0.025272
716.791	0.218151	0.014385	0.056378	0.159234			717.246	719.517	0.934251			632.542	643.302	0.023932
717.024	0.205444	0.014729	0.059417	0.143407			717.471	720.452	0.849033			632.819	643.404	0.023828
717.246	0.210049	0.014633	0.057301	0.150235			717.703	721.302	0.78132			632.819	643.505	0.022594
717.471	0.215854	0.014587	0.055939	0.157356			717.936	724.625	1.17563			632.819	643.606	0.027065
717.703	0.215593	0.016664	0.054407	0.158461			724.624	731.583	0.846393			632.819	643.707	0.025152
717.936	6.67221	0.01474	0.059796	6.60965			731.583	737.757	1.25194			632.819	643.809	0.026653
724.624	6.94156	0.01559	0.06174	6.87717			737.757	744.284	1.06865			632.819	643.91	0.026013
731.583	6.15827	0.015377	0.083381	6.07222			744.284	745.354	1.04084			632.819	644.011	0.024782
737.757	6.50971	0.015701	0.088375	6.41874			745.146	746.396	1.18071			632.819	644.112	0.027103
744.284	0.84591	0.014826	0.082305	0.760883			745.926	747.578	0.918571			632.819	644.214	0.023536
