596.856144	52.033824
607.962434	34.276134
618.926187	9.564076
629.742734	9.564076
640.750532	9.564076
651.568856	9.564076
662.576346	9.564076
673.608974	9.564076
684.48557	9.564076
695.427788	9.564076
706.360606	9.564076
717.18246	9.564076
728.081898	9.564076
739.06595	9.564076
749.926787	9.564076
760.89824	9.564076
771.74967	9.564076
782.527659	9.564076
793.37582	9.564076
804.327067	9.564076
815.195391	9.564076
826.029024	9.564076
836.859803	9.564076
847.747981	9.564076
858.68728	9.564076
869.685332	9.564076
880.5153	9.564076
890.76834	9.564076
